Corporate Name,Corporation Number,Business Number
SANCTUARY MINISTRIES OF TORONTO,382267-2,890379340RC0001
TEEN RANCH MINISTRIES,398053-7,865432314RC0001
STREETLIGHT MINISTRIES,413345-5,853549087RC0001
World Mission Ministries,441935-9,856695150RC0001
TOUCHSTONE MINISTRIES,184857-7,119267821RC0001
The Wave Ministries,848454-6,816555536RC0001
Trash To Treasure Ministries,890355-7,806465779RC0001
WHOLLY WORSHIP MINISTRIES,896922-1,824022180RC0001
VOICE OF THE WATCHMEN MINISTRIES,900534-0,839486990RC0001
REFRESHING WIND MINISTRIES,922143-3,810731190RC0001
PSALT MINISTRIES,938957-1,793356296RC0001
WORLDWIDE WORD MINISTRIES,944194-8,804900926RC0001
TORCH MINISTRIES,960763-3,765945092RC0001
ROYALTHRONE TRIUMPHANT MINISTRIES,1129980-8,790561476RC0001
NEW WAVE OUTREACH MINISTRIES,1147645-9,784901738RC0001
The Thirsty Ministries,1157842-1,775687270RC0001
RICHARD PEARSON MINISTRIES,1174000-8,760890731RC0001
REMEMBER MINISTRIES,1211949-8,730085271RC0001
Standing on the Word Ministries,1227144-3,717378079RC0001
UCAN Ministries,1244953-6,704438530RC0001
NATIONS TRANSFORMATION MINISTRIES,1249864-2,799476866RC0001
TIMOFEEV MINISTRIES,1272441-3,782697148RC0001
The Platform Ministries,1282536-8,771505468RC0001
Shiine Ministries,1296835-5,761010669RC0001
ZOE TORONTO MINISTRIES,1328927-3,780813705RC0001
Tent of Praise Ministries,1346220-0,769632506RC0001
Truth Revealed Ministries,1352068-4,764252805RC0001
Streams of Revelation Ministries,1384770-5,733305007RC0001
Tableland Ministries,1448934-9,755510344RC0001
Resurgence Ministries,1458328-1,786208215RC0001
WhiteHouse Ministries,1492916-1,721342343RC0001
Navis Samuel Ministries,1510497-1,745404210RC0001
The Rest Place Ministries,1539885-1,722902616RC0001
Rhema Ngoy Ministries,1588482-9,749322954RC0001
Monarch's Place Ministries,1668142-5,723151627RC0001
Reconciliation Ministries,1199485-9,738687938RC0001
W. O. W. Women of Worth Ministries,327618-0,897223392RC0001
ONE WAY MINISTRIES,329856-6,889180691RC0001
The Voice of Shepherd Ministries,1712924-6,749397964RC0001
WOHI Ministries Worldwide,1720594-5,743712564RC0001
Segun Obadje Teaching Ministries (SOTM),1723469-4,740638366RC0001
Only Need Ministries,1727270-7,738231968RC0001
Revival Word Ministries,1736413-0,766630032RC0001
Northgate Ministry,431365-8,828685941RC0001
Upper Room Outreach Ministry,319035-8,887725950RC0001
ONE WORLD MINISTRY,933241-3,819101726RC0001
TORONTO PRAYER MINISTRY,1073118-8,760193888RC0001
MINISTRY ROOM,1230299-3,714741279RC0001
Relevance Spring Ministry,1297138-1,760901660RC0001
The Sacred Place Revival Ministry,1416162-9,Not Available
TAMAR’S VINEYARD MINISTRY,1451913-2,753346543RC0001
The Wave Whirlwind Ministry,1464041-1,781115415RC0001
UNITED PRAYER MINISTRY,1475208-2,735174344
PRAYING NEXUS MINISTRY.,1701682-4,758308365RC0001
Women of Movement Ministry,1717812-3,729853564RC0001
Visible Minority Radio & TV Network (VMRTN),897279-6,818157984RC0001
MIRACLE STEM NETWORK,1057417-1,776004913RC0001
Miracle Orchard Project,1219974-2,723623476RC0001
SUNFLOWER MIRACLE,1672986-0,779063965RC0001
Mishka Social Services,951533-0,796452092RC0001
Mishkan Pinchas,1118487-3,716757711RC0001
Yeshiva Mishkan Yosef,1141414-3,792779738RC0001
Misiwe Ni Relations,1493615-9,758739015RC0001
missINFORMED,1250261-5,797030665RC0001
VOCD Mission,926799-9,805060399RC0001
The World Mission,1044669-6,789982881RC0001
THE OTTAWA MISSION,1142527-7,108150509RC0001
St. Porphyrios Orthodox Mission,1275525-4,779284942RC0001
Women's Sanctuary Mission,1282232-6,772774949RC0001
RELIEF Mission,1382896-4,743726903RC0001
MISSION TO REVIVE,1446517-2,757459946RC0001
Rescue Mission Movement,1615274-1,765136825RC0001
MISSION RELIEF,1196269-8,741375679RC0001
The Way Missionary Outreach,950344-7,797731924RC0001
ONE WORLD MISSIONS OUTREACH,838822-9,819252248RC0001
Mississauga Youth Society,1324674-4,783631104RC0001
Mississauga Music,1200105-5,738500875RC0001
Mississippi Valley Textile Museum,182297-7,119043750RC0001
REZO.MIZIK,1581959-8,753086354RC0001
MJ Newcomer Solutions,1518998-5,702185349RC0001
Socioeconomic Mobility Partners (SMP),1554308-8,713108819RC0001
Nottawasaga Model Railway,911194-8,821362381RC0001
Toronto Model United Nations,1415458-4,716680004RC0001
ModernizedEvolution,1431806-4,707055703RC0001
MOJAM,1299273-6,759332265RC0001
Molham Volunteering Team,1002692-1,736406497RC0001
The New Mom Project,895098-9,803137579RC0001
UNITED MOM,1500407-1,716217542RC0001
Monde Pour Tous,938220-8,813261328RC0001
Mongaldeep Ottawa,1497459-0,717201149RC0001
WARD MONITOR,855401-3,844042374RC0001
Northern Water Monitoring Solutions,1488660-7,724748348
The Walking Monk,1338566-3,774937502RC0001
Muskoka Montessori School,384151-1,897307518RC0001
Planted Seed Montessori School,1544839-5,721002012RC0001
No More Tears West Nipissing Society,1562741-9,706790011RC0001
No More Noise,1728394-6,737733360RC0001
MoreDucks,1265523-3,787137942RC0001
The Mosaic Project,1572771-5,799637426RC0001
Soul of the Mother,448890-3,845523422RC0001
Save the Mothers,839066-5,828767335RC0001
Raas Motion,1072247-2,755828688RC0001
MOTORSOUL RIDING SCHOOL,822514-1,850929332RC0001
Operation Motorsport Program,1675432-5,704568724RC0001
The Motown Party,1274290-0,780286266RC0001
MOUNT ROCK TABERNACLE OF PRAISE,1479283-1,731952149
RAINBOW THUNDER STAR MOUNTAIN,448064-3,839269693RC0001
MountCarmelHub,1652091-0,735724023RC0001
Mouvit Muslimah,1395886-8,731201802RC0001
MOVEIN VISION TEAM,891226-2,807015573RC0001
THE SAVE MOVEMENT,1029424-1,707829297RC0001
The Movement World Wide,830747-4,841397334RC0001
Movementum of the People,1609243-8,770513828RC0001
Shelter Movers,969412-9,776372492RC0001
The Moving Pantry,1272989-0,780930665RC0001
Mozart Project,884920-0,817902174RC0001
MOZIA WOMEN'S NETWORK SOCIETY,1219638-7,724030473RC0001
MSAVED,1626515-4,719014557RC0001
OPM - Ontario Pinoy MTB,1065293-8,767484512RC0001
MTIMA,1225246-5,719050536RC0001
MTJF,1596030-4,780700423RC0001
The Muggle Project,1085547-2,747109718RC0001
MUKTI VOLUNTEER VILLAGE,836785-0,820345734RC0001
MumsFirst,1581525-8,792540023RC0001
Municipal Watch,1454771-3,789105814RC0001
The Muninn Project,1683848-1,710488826RC0001
Yorkville Murals,1655321-4,796801561RC0001
Toronto Thiruchendur Murugan Temple,862988-9,840585236RC0001
MZTV MUSEUM OF TELEVISION,317301-1,891123531RC0001
MusFit,1454970-8,751196940RC0001
Springboard to Music,954208-6,790711527RC0001
Rabinirjhar School of Music,758010-0,848552311RC0001
Music Share,1046325-6,787845114RC0001
Northern Spirit Music,1104076-6,730591484RC0001
Music Trivia Palooza,1113559-7,722012481RC0001
Voices Through Music,1347257-4,768769507RC0001
NORTHSTAR MUSIC,1436624-7,759177546RC0001
Young Music Professionals,1605544-3,735674152RC0001
Small World Music,1706681-3,Not Available
North of the Watershed Music,1724968-3,739487767RC0001
Toronto Musical Productions,1048699-0,778006080RC0001
Sathee: The Musical Voyagers,1260018-8,791427263RC0001
MusicAllAround,1709273-3,752506360RC0001
MusicFest Windsor,1118016-9,715947313
Musideum,919557-2,741413207RC0001
THE OTTAWA MUSLIM WOMEN'S ORGANIZATION,413628-4,861852622RC0001
Sudbury Muslim Society,899209-6,841558398RC0001
MUSLIM NEIGHBOUR NEXUS,822359-9,802570507RC0001
MUSLIM WOMEN OF VAUGHAN,1215336-0,727439473RC0001
Muslim Wellness Network,1315637-1,789894300RC0001
SCARBOROUGH MUSLIM ORGANIZATION,1536208-3,727153215RC0001
Muslim Young Professionals,1595000-7,781186226RC0001
Muslim Valuable Players,1670226-1,784945362RC0001
The Ottawa Muslims Seniors Services,1123868-0,712348887RC0001
Niagara Muslims,1689936-6,768061764RC0001
MV WOLVES,1541300-1,785790155RC0001
Mwafreeka Organization,1400259-8,728741406RC0001
PRIORITY MX RACING,1459986-1,781744412RC0001
United Mx,1472758-4,736768748
UNDER MY WING - Pug Rescue,450337-6,822842290RC0001
My Oral Village,797765-4,838397503RC0001
My Yute,1056744-2,775919517RC0001
MyChild'sCancer,1635476-9,711977553RC0001
Mycological Society of Toronto,1000092-2,735523920RC0001
Myles-Unlimited Non Profit,1379533-1,745837401RC0001
MyMindListens,1744293-9,760283838RC0001
MyPathologyReport,1164862-4,769563271RC0001
myRESET,1466040-4,779939412RC0001
Mystfall,1331236-4,779347806RC0001
Terra MystiCon,1581923-7,791563026RC0001
MYWOMENSUPPORT,927246-1,804479798RC0001
STIX N PIX,972588-1,772272720RC0001
Strive n' Thrive,1225676-2,715018479RC0001
TUMBA-NA-RUMBA,1310166-5,792535809RC0001
NaariNirali,1713489-4,749107967RC0001
NACE SECOND USE STORE,855018-2,842632176RC0001
NAGARS OF TORONTO,830698-2,836159640RC0001
Nagaship,1230167-9,715047932RC0001
SAFEHAVEN NAIJA YOUTH,1243958-1,704292879RC0001
STEP UP NAIJA,1733756-6,769007832RC0001
RE:NAISSANCE OPERA,1031659-8,704302124RC0001
NAKOMA RESCUE,1452327-0,752645549RC0001
Ottawa Persian Radio - Namaashoum,1120557-9,715408084RC0001
Naqshbandi Sufi Toronto,1192901-1,744726878RC0001
NASAQ,1454430-7,789434412RC0001
Spread Our Wings with Natalie,1125080-9,708322516RC0001
The Nation of Peace,868723-4,839040771RC0001
Perspective Nation,1386204-6,741571103RC0001
Parry Sound Nation,1470214-0,776654618
National Overdose Response Service,1236813-7,709847875RC0001
Yemeni National Resistance,1387876-7,738839406RC0001
National Organization of Retired Postal Workers,1018645-7,719149726
National Trailway Trust,1728125-1,773777438RC0001
Revive Nations,812656-9,814968889RC0001
Three Nations Roots,1703627-2,793217431RC0001
Natural State Restoration,1744112-6,725035760RC0001
Scales Nature Park,1518004-0,702846544RC0001
Nature United,830502-1,836727644RC0001
Naturlandia,1374296-2,749418604RC0001
Nautical Waters,1250746-3,798772661RC0001
NaviHope Society,1665320-1,725908024RC0001
Naweza,1100086-1,733605117RC0001
Nawranj Productions,943057-1,807079322RC0001
NCC VISION,1603245-1,737848556RC0001
SPIRITUAL NECTOR OF WISDOM (SNOW),1462749-1,782229413RC0001
Neebyo,943156-0,804889566RC0001
NeedList.ORG,1372575-8,750173403RC0001
NorthStar Special Needs Society,1391531-0,735665507RC0001
WAO Neighborhood Organization,1561078-8,704381813RC0001
Neighbourhood Scholar,1374417-5,749673604RC0001
Neighbourlink North York,302627-2,890790793RC0001
Neolific,1683129-0,710734229RC0001
NepalAbility,1130093-8,706073087RC0001
Nepalese Society of Sudbury,1629732-3,751492828RC0001
Srijansil Nepali Samaj,1104670-5,725946511RC0001
Nepali Society of Thunderbay,1183220-4,753316678RC0001
Nest Of Support,1710824-9,751438961RC0001
NETCHURCH,1350327-5,765553003RC0001
The NetDev Society,1005816-5,733774525RC0001
THE OTTAWA NETWORK,415482-7,891664005RC0001
SYRIAN PROFESSIONALS NETWORK,955459-9,792151896RC0001
TORONTO SHELTER NETWORK,960598-3,774991293RC0001
Refugee Women's Network,962397-3,784394322RC0001
Toronto Youth Volunteer Network,976623-5,762662690RC0001
THE ORGAN PROJECT NETWORK,996794-0,723663324RC0001
Ottawa Somali Network,1060515-8,772685517RC0001
Northern Ontario Pride Network,1082491-7,750108714RC0001
YORK REGION PARALEGAL NETWORK,1173264-1,762098879RC0001
Tridge Network,1203385-2,736444472RC0001
The Ontario Soil Network,1215286-0,727457871RC0001
Stepping Stone Network,1216105-2,726811474RC0001
Reach Out Response Network,1220566-1,723108338RC0001
The Ubora Network,1261002-7,790427462RC0001
Private Refugee Sponsor Network,1271112-5,780767265RC0001
Revive Network,1342580-1,772130100RC0001
The Puck Support Network,1427730-9,708720008RC0001
The ReFood Network,1431435-2,706114402RC0001
VY SENIOR NETWORK,1434838-9,704144500RC0001
Ottawa Tegaru Youth Network,1556067-5,774428551RC0001
PSSAR Network,1584774-5,752150755RC0001
Unity Outreach Network,1594716-2,781814421RC0001
OpenInterns Network,1604020-9,737239152RC0001
Punjabi Women's Network,1606552-0,734949951RC0001
Women's Nonprofit Network,1625025-4,757496427RC0001
The Wellspring Network,1645842-4,741935829RC0001
Réseau SPARC Network,1194262-0,742972532RC0001
Senior Pride Network Niagara,1357556-0,761788504RC0001
Toronto Uganda Network,1520902-1,700793144RC0001
Ottawa Senior Pride Network,1688571-3,705824423RC0001
Thrive Youth Network,1690012-7,767683964RC0001
Reel Women Network,1736063-1,766730030RC0001
Resonant Network,1739405-5,764696035RC0001
NotWorking to Networking,1478963-6,766850218
Peterborough Older Women Networking,1191248-8,745785931RC0001
OptiCom Networks,979561-8,764122123RC0001
NeuroGen,1676841-5,779589167RC0001
NeuroSquad,1479372-2,731812947
NevergiveupElide,1166074-8,767822331RC0001
New Vision Unlimited,442547-2,858163017RC0001
New Theatre of Ottawa,284705-1,134883149RC0001
The New Six Soccer,1125070-1,711159681RC0001
NEW PROGRESSIVE PATRIOTS,1415815-6,717025209RC0001
New Realm Talents,1432340-8,706539103RC0001
newchoir,942116-5,805878964RC0001
The Successful Newcomer,1556157-4,774395958RC0001
Newcomers Union,1451679-6,791263411RC0001
newdirectionsfoundation,1417463-1,716961503RC0001
Ramara News,1086759-4,746686880RC0001
SimpliFined News,1522476-4,737293019RC0001
NewStart Nexus,1535287-8,727990418RC0001
NewWerx Productions,1245929-9,703291336RC0001
The Next Way,1310375-7,793965005RC0001
Next-Origin Senior Support Organization,1497501-4,755614211RC0001
NextGen Women,1467505-3,740918149
nextlyfe,1738547-1,729583963RC0001
NexYouth Society,1566203-6,766587158RC0001
Niagara Prep Sponsorship,1084082-3,749447884RC0001
nTwyne Niagara,1186059-3,750264939RC0001
Niagara Swans,1313639-6,791433600RC0001
Safe Space Niagara,1334943-8,776412603RC0001
Niagara Tuskers,1485975-8,763279619
Niagara Panthers,1498891-4,717371744RC0001
Niagarka Organization,1389924-1,737989301RC0001
Niara Organization,1229680-2,715355137RC0001
Nibariha Outreach Service,1640821-4,707945952RC0001
Soutien Niger,1366055-9,750489809RC0001
NIGH World,206121-0,891849762RC0001
SCHOOL NIGHT,1433679-8,705220705RC0001
Ninja Obstacle Sports Ontario,1707800-5,753658566RC0001
Nisheemak Services,1497614-2,755135613RC0001
Yahweh Nissi Soccer,1684368-9,709740229RC0001
NLMA TV,1107487-3,726707110RC0001
No Strings Theatre Productions,782142-5,801042409RC0001
No Surrender Ottawa,1273968-2,780161667RC0001
Noah Project,1356405-3,762882306RC0001
NOESERC,1255964-1,794686345RC0001
nolunchmoney,1216034-0,726952070RC0001
Nomad Relief,1005544-1,735036493RC0001
Save Nomads,1600100-9,739711158RC0001
Noolaham,869881-3,838578375RC0001
The Nu Normal,1276441-5,778172940RC0001
Polonia North,276250-1,891276941RC0001
RED SKY NORTH,1060672-3,768039513RC0001
Paws of the North Rescue,1185272-8,748671930RC0001
Speak North,1250042-6,799301866RC0001
NORTH TORONTO SONGBIRDS,1313648-5,791070204RC0001
Voice of North,1401804-4,728253303RC0001
Sanctuary Up North,1488072-2,725021349
Unplugged North,1201361-4,737328138RC0001
Northeastern Ontario Urology Update,337697-4,887277879RC0001
Northern Owls,1207190-8,733790679RC0001
NORTHSIDE STAGE PRODUCTIONS,1426184-4,711278101RC0001
NORTHSTAR STARTUPS,1408930-8,723201703RC0001
Red Nose Remedy,1134936-8,799637871RC0001
WHY NOT THEATRE,839064-9,828087932RC0001
Sick Not Weak,952718-4,786286690RC0001
RADIO VIE NOUVELLE,898798-0,838440386RC0001
Terra Nova Organization,1685472-9,770507366RC0001
NOVASPHERE,1079355-8,752599910RC0001
November Theatre,1298940-9,759828866RC0001
Republic Now,802956-3,832270904RC0001
REVIVAL NOW,1093042-3,739429314RC0001
Students Now Organization,1336707-0,775764608RC0001
NOWADAYS THEATRE,974015-5,769441924RC0001
NPCREATIVE,1124200-8,711037515RC0001
STCC NPO,1105452-0,728614314RC0001
NPTechAdvisor,1496305-9,754678613RC0001
Nu Omega Zeta Sorority,1332644-6,778407601RC0001
Nuclear Transparency Project,1260504-0,790539464RC0001
NUK Wellness,1623956-1,720676758RC0001
Numeris,032004-8,130734353RC0001
NunaBike,1579237-1,794465823RC0001
Nunavut Sivuniksavut,363117-6,868801630RC0001
Omega Specialty Nurses,1169906-7,764360335RC0001
Nwewnan Sasaang,1243877-1,705077535RC0001
OSTCAN NWT,1349125-1,767552300RC0001
PositiveVibes T.O,1075000-0,757963285RC0001
The Unity Project T.O,1591772-7,784466625RC0001
Ten Oaks Project,425132-6,855215471RC0001
The Voice of Oakville,1469108-3,739731941
Oasis of Rest Respite Services,1736468-7,730626967RC0001
Obsalytics,1203920-6,735744138RC0001
OCAD Student Union,245800-4,880753736RC0001
OCEU,1191607-6,745838078RC0001
Shift The Odds,1554310-0,713832210RC0001
Odeminewiigiwaamgamik Society,1641095-2,707935151RC0001
Odyssey Showcase,426012-1,849021944RC0001
SOUTHWESTERN ONTARIO ORGANIZATION OF PARACHUTISTS,087783-2,126857127RC0001
SPIRIT OF PENTECOST,359790-3,132238585RC0001
West of Quebec Wheelers,419102-1,872290101RC0001
Ten Yad of Ottawa,448343-0,857450092RC0001
Psychiatric Survivors of Ottawa (PSO),314912-9,899717961RC0001
THE PENTECOSTALS OF QUINTE,315708-3,897232963RC0001
Taste of Philippines,995678-6,745035121RC0001
The Scottish Society of Ottawa,822524-9,845800846RC0001
PATH OF PLAY,1029927-8,706303120RC0001
The Word Of Reconciliation,1036203-4,799682489RC0001
The Retired Teachers of Ontario (RTO),1055161-9,866201478RC0001
Sisters Of Yeshua,1122640-1,713481885RC0001
University of Ottawa Students' Union,1126210-6,710266883RC0001
ORPHANS OF UKRAINE SOCIETY,1142584-6,774537070RC0001
The Pharmacists' Society of Ontario,1151133-5,781273131RC0001
STEM of Tomorrow,1239869-9,707950333RC0001
Siva Vishnu Temple of Ottawa,1242580-7,705910933RC0001
Trades of Tradition,1243938-7,704517275RC0001
Rideau Winter Trail of Ottawa,1244783-5,703528331RC0001
Peaces of Possibility,1248306-8,701487134RC0001
Youth Voices of Ontario,1324450-4,783623200RC0001
Voice of Purpose,1376108-8,747905008RC0001
Vision of Tomorrow: VOT,1417185-3,715952602RC0001
Seraphic Voices of Toronto,1444450-7,796953016RC0001
Roots of Revolution,1458048-6,786340414RC0001
Woman of Substance,1485346-6,726374747
The people of tomorrow,1565545-5,766863559RC0001
Rhodian Society of Toronto,1576550-1,796548824RC0001
School of Virtue,1576807-1,796285427RC0001
Refuge of Souls Umbanda Temple,1577594-9,757966155RC0001
Youth Of Tomorrow Toronto,1594738-3,744254756RC0001
Sursagar Sikh Society of Ontario,1680981-2,775324163RC0001
TEMPLE OF THE SACRED SPIRIT,1011998-9,726859499RC0001
The Voice of Our Seniors,1689267-1,768566168RC0001
Oxford University Society of Ottawa,1705789-0,755119963RC0001
Seeds of Strength,1740943-5,728078965RC0001
Ogichitaa Warriors,1609504-6,770232429RC0001
OliDog Rescue,1095389-0,738185115RC0001
OLYMPIADES,1033263-1,703045096RC0001
OM YOG SANSTHAN,991508-7,750329328RC0001
Omacan,1036073-2,799828082RC0001
Omar Trainer Therapist,1699215-3,760399360RC0001
OMERACT,433818-9,812183747RC0001
OmniKitty Sanctuary,1717497-7,782102834RC0001
Scriptures On The Wall,941930-6,801472366RC0001
Paws on Parkway,1475082-9,735231748
On Tour Wellness,1682012-3,774714364RC0001
One Spark,861562-4,842867434RC0001
One World United,1213501-9,729060079RC0001
ONE TRISKELION,1650489-2,799982160RC0001
One-Stop Settlement,1705352-5,753111566RC0001
VISION ONE WORLD,1711484-2,787315233
OneChurch.to,759737-1,820796605RC0001
OneTeamMVMT,997438-5,743164121RC0001
ONITA,1473607-9,774323216
TALLGRASS ONTARIO,397615-7,887877819RC0001
SECULAR ONTARIO,436846-1,847385721RC0001
Ontario SPOR Support Unit,873820-3,815409636RC0001
PANDAS/PANS ONTARIO,890901-6,809567779RC0001
Support Ontario Youth,989728-3,752346122RC0001
Ontario Private Pension Plan,822369-6,847606647RC0001
Working Ontario Women,1041461-1,792856718RC0001
Trans Wellness Ontario,1041655-0,792596314RC0001
SISCA ONTARIO,1227019-6,717293674RC0001
Ontario Reptile Rescue,1254120-3,796274140RC0001
Ontario Youth Sciences Research Organization,1309930-0,794086504RC0001
Ontario Youth Sustainability Solution,1563617-5,768401754RC0001
Ontario Starts,1582966-6,791436025RC0001
Ontario Spine Society,1674022-7,718399421RC0001
ONTARIO PROUD,1010260-1,728569724RC0001
Ontario Tech Student Union,1018221-4,710186693RC0001
OntarioDominicanandFriendsCollective,1521619-2,738200013RC0001
ONTogether,1200291-4,738213537RC0001
ONVCA,1647006-8,741078026RC0001
Open Red Software,1304671-1,797631900RC0001
OPENBUILDING,1649242-8,739136026RC0001
Shoestring Opera,440561-7,829329168RC0001
TAPESTRY OPERA,897372-5,Not Available
TORONTO YUE OPERA TROUPE,1076577-5,753779719RC0001
Opera Ottawa,1231995-1,713590271RC0001
Opera Queens,1306021-7,796522605RC0001
Opportunify,1418542-1,715381406RC0001
OptimalYouthFoundation,1538350-1,725354419RC0001
OralChain,1697980-7,798094033RC0001
STRONG ORANGE VIOLENCE PREVENTION,896730-0,820698777RC0001
The Urban Orchestra,994072-3,747137529RC0001
QUEER SONGBOOK ORCHESTRA,1283269-1,772935946RC0001
Ottawa Pops Orchestra,1017269-3,721327492RC0001
SAVEDOGCAT ORG,1284064-2,771304664RC0001
WeWorkingWomen Org,1452440-3,750607947RC0001
VOLUNTRACK ORG.,1550385-0,716778212RC0001
PETSAVE ORG.,1616058-1,726186554RC0001
SUNFLOWER ORG,1622185-8,759575228RC0001
Speak Org,1528756-1,794925354RC0001
THE ORGAN PROJECT,976509-3,767807126RC0001
World Research Travel Organization,879124-4,816137632RC0001
Toronto Shanghainese Organization,999073-9,736878893RC0001
Sprout Organization,1130602-2,705506483RC0001
Prisoners United Organization,1154760-7,778667873RC0001
The Taylor Organization,1164979-5,768789737RC0001
Sikh Welfare Organization,1231622-6,713888873RC0001
The Woman Within Organization,1255381-3,791722143RC0001
Wonders Settlement Organization,1315192-1,790004006RC0001
The World Organization,1320092-2,786739102RC0001
Ottawa Shared Services Organization (OSSO),1323969-1,784387904RC0001
Wentworth Services Organization,1474563-9,773728019
Wusheng Organization,1480251-9,769212812
SOMERSET RECOVERY ORGANIZATION,1514863-4,705402147RC0001
Yakoba Organization,1539947-5,786705350RC0001
Toronto Youth Social Work Organization,1657114-0,794687160RC0001
Start Point Organization,1665859-8,781622964RC0001
Taheri Peace Organization,1704367-8,756151569RC0001
TAFSIK ORGANIZATION,1725889-5,739505568RC0001
Orienteering Ottawa,1232660-4,713428134RC0001
OrKidstra - Sistema Ottawa,444206-7,832467153RC0001
ORNGE,986166-1,864390232RC0002
South Sudan Orphans Support,1670060-8,721727428RC0001
Orukami,1349235-4,766669006RC0001
Oshun Woman,859890-8,840413033RC0001
Oski Tahkoskewin,1065069-2,768460081RC0001
OSTCAN SK,1349129-3,767561509RC0001
OSUDemocracy,1501280-5,715675948RC0001
The Otesha Project,422621-6,857233803RC0001
Over The Top (OTT),1580258-0,755828753RC0001
Run Ottawa,125837-1,103833877RC0001
Volunteer Ottawa,142467-0,106888928RC0001
OTTAWA SUZUKI STRINGS,452464-1,848388252RC0001
OTTAWA SINGERS,873526-3,829521970RC0001
Ottawa Sangeet,918226-8,816595995RC0001
Ottawa Tamil Sangam,960551-7,744264292RC0001
PAL Ottawa,813247-0,806300885RC0001
OTTAWA SHOWBOX,1019645-2,718967292RC0001
Ottawa Paw Pantry,1025392-8,706170891RC0001
Waste Watch Ottawa,1163587-5,770534675RC0001
re-Source Thrift Shop Ottawa,1163625-1,770520674RC0001
Walkable Ottawa,1397633-5,730265808RC0001
Ottawa Pocket Pet Rescue,1497293-7,717317143RC0001
PowerHockey Ottawa,1504418-9,713323541RC0001
Ottawa Shomrim,1676505-0,791938038RC0001
SAVE OUR SYRIA,871775-3,834713174RC0001
Pure Our Waters,898626-6,838486181RC0001
SAVE OUR SCRUFF - REHOME & RESCUE,926948-7,800478588RC0001
OUR TMH,973273-0,760862094RC0001
TAKING OUR PLACE,982843-5,760260125RC0001
Our Women's Voices,1217554-1,725786677RC0001
Teach our Teens,1373499-4,750263600RC0001
SAVE OUR WOMEN,1383241-4,743498107RC0001
SAVE OUR SISTERS,1384929-5,741764807RC0001
PetSOS (Save Our Soul) Society,1541920-4,723142410RC0001
OurCause,1015777-5,722286697RC0001
OurSpark,1497064-1,717372544RC0001
Reach Out Together,1104235-1,729743112RC0001
Outaouais Resettlement Services,1496454-3,717563340RC0001
OUTHEMUD,1400224-5,728851601RC0001
Peel Outlaws,1705421-1,792076838RC0001
The Outliers RC,1675350-7,780450565RC0001
Output Success,1377179-2,748142304RC0001
Tempo Outreach,1379066-5,745809202RC0001
Youth Volunteer Outreach,1478008-6,770870012
SOS Street Outreach Society,1643781-8,701790156RC0001
Urban Vet Outreach,1645513-1,704738558RC0001
Project Outsiders,1277689-8,775188345RC0001
People Over Platforms Worldwide,1714479-2,748736766RC0001
Overcomers United,1449779-1,792992612RC0001
Overseas Tonight,1402997-6,727637506RC0001
OVLR,312951-9,895972370RC0001
OWHMS Publishing,1678044-0,778463364RC0001
The Watchful Owl Publishing,1715729-1,747547164RC0001
Purpose. Ownership. Voice (POV),1701552-6,755696762RC0001
The Oxford School,1336120-9,775924806RC0001
PAACATI,1059378-8,772345914RC0001
PACESConnect,1377188-1,747184604RC0001
STUDIUM UNIVERSAE PACIS,060308-2,Not Available
THE PADDLE PROGRAM,1052851-0,780796918RC0001
Salam Pakistan,1084602-3,748908480RC0001
PAKPANI,1683620-8,773628961RC0001
PaleSign,1549410-9,717680417RC0001
Save Palestine,1260282-2,790145866RC0001
Palki Sahib,1018407-1,719386922RC0001
Potcake Pals Rescue,1463561-2,743836942RC0001
URGENCES PANAFRICANISTES,1336614-6,775850902RC0001
Project Pannolino,1714520-9,748033560RC0001
Red Panther Productions,1158701-3,774944078RC0001
Petawawa Pantry,973371-0,753724129RC0001
Papillon Youth,1319313-6,785210105RC0001
PARADISE US SERVICES,1435588-1,703210609RC0001
Paradise Retreat,1537183-0,788797553RC0001
Tour Paramedic Ride,867358-6,842042772RC0001
Toronto Volunteer Paramedics,1361182-5,758737605RC0001
PARAMPARA TRUST,1733685-3,769057233RC0001
Probashe Parboti,1105013-3,728781717RC0001
Regent Park United,1188879-0,747784932RC0001
Parkdale Peace Project,1141554-9,793431875RC0001
World Parkinson's Program,913928-1,821312196RC0001
ParkScapers,946918-4,802200329RC0001
ParlAmericas,420127-2,868778606RC0001
WORLD SIKH PARLIAMENT,1124480-9,710774316RC0001
PARMAKHTAG,1574028-2,798380226RC0001
ParticipACTION,060593-0,107820433RC0001
The Reading Partnership,1215202-9,727408932RC0001
Parvai,1462587-1,782416812RC0001
PASS!,945182-0,804075521RC0001
PASSIONFRUIT YOUTH,1282734-4,771491461RC0001
Sunlit Path,996030-9,744772526RC0001
The Shared Path,1561218-7,707978011RC0001
The World Path,1616639-3,763918422RC0001
Pathway Yoga,1398003-1,725414007RC0001
THE PATHWAY TO PEACE,1087446-9,745260687RC0001
PATHWAYS TO RECOVERY,1202800-0,736771072RC0001
Pathways to Tomorrow,1630932-1,715678959RC0001
Pinnacle Pathways,1738158-1,765612239RC0001
The Patmos Project,1673092-2,782270565RC0001
United Patrons,1640505-3,708235551RC0001
Pave The Way,1324607-8,783899800RC0001
