Corporate Name,Corporation Number,Business Number
Jazz Pilots For Kids,874565-0,831877576RC0001
Hope for Happiness,877843-4,827857178RC0001
Were It Not For Grace Ministries (WINFG),880245-9,824167779RC0001
Justice For Indigenous Women,891481-8,820595189RC0001
HEROES FOR HUMANITY FOUNDATION,891646-2,836166785RC0001
Institute for Lifelong Learning (ILL),892413-9,802980243RC0001
Organizing for Sierra Leone,896544-7,840934582RC0001
Mamas for Mamas,897255-9,819134982RC0001
Youth for Humanity,900482-3,839648599RC0001
SOCIETY FOR SOCIAL INGENUITY,908748-6,828282798RC0001
LifePoint Foundation for People with Special Needs,909308-7,823570189RC0001
RUNNING FOR YOUR LIFE PERFORMANCE GROUP,931238-2,819673765RC0001
Lessons For Living Ministries,938677-7,810594564RC0001
For the Region,942481-4,805906765RC0001
Stand for Yourself,950046-4,797365129RC0001
Thrive Institute for Women,953540-3,791722697RC0001
HELP FOR HUMANITY,954808-4,790744494RC0001
The Organization for World Peace,959690-9,786998724RC0001
Institute for Personalized Therapeutic Nutrition,969561-3,776066524RC0001
THE KNOW-HOW FOR STARTUPS,974582-3,769777723RC0001
Twins for Hope,980109-0,764197299RC0001
Skills For Life Inc,988656-7,753516723RC0001
Organization for the Prevention of Violence,991056-5,751617697RC0001
TOOLS FOR HUMANITY INTERNATIONAL INC,997689-2,742440894RC0001
MATH FOR LIFE,1003421-5,737136697RC0001
The Humanity Project For Social Solutions Inc.,1005109-8,734895691RC0001
Seenso Institute for Public Health,1006345-2,733211924RC0001
Provision for the Vision,754383-2,805954252RC0001
ROTH - REACHOUTTOHUMANITY FOR HEALTH,754717-0,803117258RC0001
For Our Grandchildren,764635-6,839735313RC0001
HELPING HANDS FOR INDIA,767221-7,835556911RC0001
Friends for Life International,786310-1,805860715RC0001
HOPE FOR THE LIVING,789712-0,801035205RC0001
Physical Literacy for Life,793869-1,842197485RC0001
YOUTH FOR YOU,1025316-2,712662691RC0001
UNION FOR PROGRESS INC.,1025512-2,712530898RC0001
NOAH FOUNDATION FOR LEARNING,1030035-7,707109096RC0001
Thumb Switch for Life,1034057-0,791061518RC0001
IBOGAINE FOR THE WORLD,1040844-1,794113282RC0001
MENTAL HEALTH FOR US,1052823-4,781411087RC0001
Langar For The Mind Inc.,1053220-7,780396917RC0001
Say No For Nick,1059167-0,774575088RC0001
Technology for the Future,1064451-0,769116484RC0001
Ottawa Run For Palestine,1070314-1,762915882RC0001
i Stand for You,1072678-8,760637884RC0001
Public Sector Partners for Progress (Non-Profit),1074847-1,757321518RC0001
Sheen for She Foundation,1076618-6,756108486RC0001
INSTITUTE FOR MARKETPLACE TRANSFORMATION,1080419-3,751696113RC0001
Informatics For Life,1087979-7,744620717RC0001
Partners for Planning,1090652-2,800960221RC0001
ROOTS FOR YOUTH,1095486-1,738118918RC0001
Skateboards for Hope,1101040-9,732588512RC0001
Stand Up for Health,1108847-5,725362313RC0001
Muscup for World Peace Foundation,1110918-9,723507513RC0001
Progress for Mental Health,1120503-0,715683686RC0001
Lids for Kids,1122075-6,714286085RC0001
Suit Up for Grad Inc.,1139665-0,795406875RC0001
Q Foundation for Kids,1142496-3,792518672RC0001
FREE PLAY FOR KIDS INC.,1142579-0,723675120RC0001
GentleWays for ourPlanet,1146519-8,787255678RC0001
Shoot For Peace,1146759-0,786300335RC0001
NVR for Haiti Foundation,1157751-4,775020738RC0001
International Society for Knowledge Organization,1163010-5,770520138RC0001
WOMEN FOR JUSTICE FOUNDATION,1172844-0,760873539RC0001
Peaches for Pets,1172857-1,762073930RC0001
LIGHT FOR THE NIGHT,1173405-9,761535939RC0001
Sing For Mental Health Inc.,1174320-1,760615534RC0001
Goats for Girls,1176842-5,758541536RC0001
International Support for Uyghurs,1182273-0,754249274RC0001
Kandaka International for Women's Rights,1203748-3,736142670RC0001
Rituals for Recovery,1203835-8,736032079RC0001
For Our Future,1212020-8,729862532RC0001
WOLF WILLOW INSTITUTE FOR SYSTEMS LEARNING,1213315-6,728883737RC0001
Inventivechild not-for-profit Inc.,1213454-3,728734930RC0001
Software For Love,1214058-6,728290073RC0001
United For Humanity,1216975-4,726175672RC0001
NATHAN GIBSON FOUNDATION FOR SPECIAL KIDS,1216999-1,726067531RC0001
Foundation For Futures International,1217189-9,725922678RC0001
House for Women's Legal Support,1221251-0,722552072RC0001
Youth for Growth,1221746-5,721834471RC0001
Passion for Parkinson's Foundation,1229610-1,715491676RC0001
Santa for Veterans,1231250-6,714325131RC0001
INTERNATIONAL FOUNDATION FOR UNSTOPPABLE YOUTH,1234491-2,711946137RC0001
Ride for Mental Health,1240806-6,707087334RC0001
Meals for Mutts,1241667-1,706352275RC0001
Love Won For The Nations Ministries,1242389-8,705463271RC0001
Gaia Non For Profit,1251507-5,798032744RC0001
Solidarity for Tamils Rights Movement,1261129-5,790379945RC0001
UNITech for good hub,1264638-2,787112747RC0001
HOPE HOUSING FOR HUMANITY INC.,1265284-6,787667740RC0001
Tegaru women for Tigray,1266363-5,786340067RC0001
Spirituality For Success,1269114-1,783600661RC0001
King for Refugees,1272925-3,781430145RC0001
MEAL FOR LIFE,1279994-4,775056864RC0001
The Force for Good Foundation,1281877-9,Not Available
UNGP for SDGs,1282217-2,771831666RC0001
Nets for Net Zero,1284641-1,770256063RC0001
Nadezda for Tanzania Initiative,1287376-1,768475469RC0001
Mind for Satori Institute of Mental Sciences,1293811-1,763157948RC0001
Lives For Literacy,1297955-1,760231860RC0001
Kingston Institute for Multi-Racial Inclusion,1306271-6,796953107RC0001
International Society for World Philosophy,1308877-4,794842500RC0001
Students for Herd Immunity,1317786-6,788304103RC0001
Music for Mental Health,1318325-4,787849108RC0001
Humans For Harmony,1319733-6,786930008RC0001
"Translation Workshop for Serbian Language ""Vuk Karadzic""",1320846-0,785998600RC0001
Stamp Out Stigma for Mental Health,1326275-8,782662902RC0001
For the Love of Freya,1326278-2,782510804RC0001
Vision for Honduras,1331045-1,779596006RC0001
International Forum for Peace Security & Prosperity,1331291-7,779045202RC0001
Institute for the Protection of Vulnerable Persons,1331811-7,779060102RC0001
Quilts for Survivors,1339919-2,773402003RC0001
Justice for orphans Tshiamala's foundation,1339981-8,773934906RC0001
Indigenous Society for Sustainable Living,1344841-0,770585909RC0001
New Future for Haiti's Youths,1345299-9,769623802RC0001
Lunamar for the Planet,1347809-2,768491300RC0001
ZZ Foundation for Humanity,1348738-5,767779507RC0001
Youth for Society,1366692-1,754802809RC0001
Zoe Outreach Foundation For Women,1371045-9,751950601RC0001
Gather For Good,1378005-8,747520500RC0001
TOGETHER FOR LEBANON,1378755-9,747392504RC0001
Walk For The Wounded,1378867-9,745844407RC0001
Foundation for Inspiring Hopefulness,1378946-2,745870204RC0001
Kootenay Foundation for Refugees,1379208-1,746735307RC0001
Leaps For Hope Foundation,1382088-2,743414401RC0001
Veterans for Freedom,1383666-5,742297401RC0001
Summits for Serotonin Project,1388584-4,739060507RC0001
Vote for Peace,1388587-9,739288108RC0001
Greys for Green Organisation,1397717-0,731317509RC0001
Paramedics for Paramedics,1398642-0,729682203RC0001
Gear for Success,1404071-6,725494801RC0001
HOPE FOR THE WOMAN IN ME INITIATIVE,1404926-8,724982608RC0001
PEOPLE FOR HONOR,1405382-6,724413406RC0001
Healing Hands For Helping Paws MB,1405476-8,725175905RC0001
Seeds for Humanity Foundation Inc.,1415707-9,717976906RC0001
Volunteers for Humanity,1418004-6,716706700RC0001
Supporting Truly Inclusive Mandates-for Neurodivergence (STIM-N),1421822-1,710009606RC0001
West Nipissing For Our Rights,1430490-0,706688009RC0001
Salt For The Soul Inc.,1433517-1,705797900RC0001
Medicine For Good,1436311-6,703787101RC0001
Smile for Sache,1439865-3,701389702RC0001
Wings for Girls,1443247-9,797783214RC0001
Hoop for Success,1452874-3,787892215RC0001
Women Helping Women for Sustainable Tomorrow Foundation,1455740-9,786733212RC0001
Inclusive Housing Not for Profit,1458455-4,748252145RC0001
World for Love Inc.,1458534-8,786051615RC0001
Future for You,1467379-4,741157549
UNITED FOR UNIVERSAL REVIVAL MINISTRY,1474024-6,773992219
Hope for Life Outreach,1475185-0,735183949
Sahara for Life Trust,1476061-1,727962946
WORSHIP FOR LIFE GLOBAL MINISTRIES,1477157-5,733511943
MERCY FOR MANKIND,1477849-9,733066344
The Metrics For One Matter,1509619-7,747079218RC0001
Goya Foundation for Global Philanthropic Initiatives,1510652-4,708450341RC0001
Music for Peace International (MPI),1511303-2,707854345RC0001
Solutions for Livelihoods,1514592-9,733965016RC0001
HOUSES FOR HUMANS,1515940-7,704577147RC0001
Styled Right - WorkWear for Men,1516629-2,703972943RC0001
Hairdressers for Love & Peace,1517054-1,741708812RC0001
SONGWRITING FOR WELLNESS,1517586-1,741220214RC0001
Nationwide Support For Migrants,1519659-1,701388548RC0001
Wheels For Melissa NL,1533849-2,791109754RC0001
Music for Veterans Project,1543499-8,721933216RC0001
Physicians for humanity,1549693-4,779450352RC0001
Promise for the North,1549927-5,717044812RC0001
International Society for Tractography,1550100-8,716348818RC0001
Global Village for Humanity Organization,1555386-5,775059751RC0001
Prize for Purpose,1560410-9,771165552RC0001
Vista Villa Not-For-Profit,1560859-7,708208616RC0001
Justice for Women,1567806-4,702816612RC0001
Maxwell Foundation for Philanthropy (MFP),1573310-3,761160159RC0001
Riders For Rescue Foundation,1578807-2,794757625RC0001
The Hellard Foundation for Hope,1579187-1,756780359RC0001
Light For Veterans Foundation,1580880-4,793265620RC0001
Music for Love Foundation,1583551-8,752605352RC0001
Resurgence Network For Human Rights,1587125-5,748568755RC0001
Lens of Hope for Newcomers & Refugees,1587458-1,749903159RC0001
Go for It Youth Organization,1589486-7,785976622RC0001
Life Is For Uplifting People,1590811-6,747049153RC0001
Time For Toronto Institute,1595597-1,743481954RC0001
Kids for kids,1598332-1,741268155RC0001
Kemis For Kids,1603151-0,775422421RC0001
Words for Kingdom Life Gospel Tabernacle,1605965-1,772853420RC0001
Shine Gathering for Women Foundation,1607412-0,772224226RC0001
Holidays For Hope,1617361-6,757666821RC0001
Meal Seva for Seniors Foundation,1618947-4,762160224RC0001
International Institute for Restorative Reproductive Medicine,1619007-3,724900550RC0001
For Human People,1620641-7,723342358RC0001
MARCH FOR JUSTICE,1626333-0,756562427RC0001
Southwestern Ontario Organization for Philippine Heritage,1628813-8,753980424RC0001
Hope for Homes,1629503-7,716879358RC0001
Hungarian Scouts Toronto Not-For-Profit Inc.,1630261-1,716293154RC0001
Justice for Medicine,1632453-3,751297623RC0001
Softlife Opportunity for Tomorrow Foundation,1636761-5,711131953RC0001
Institute For Practical Project Management,1642954-8,706312352RC0001
Salam for Peace Foundation,1643262-0,743365629RC0001
Unite For Wildlife,1643410-0,705452159RC0001
Society for Intelligence Management,1643784-2,743050825RC0001
Nehemiah Foundation for Leadershift,1647811-5,702637950RC0001
The Wellness Village for Mom,1648652-5,700657752RC0001
Space for Hope Foundation,1649931-7,701148355RC0001
Global Symphony for United World,1653146-6,736068222RC0001
Sele sew not for profit Foundation,1656259-1,795641760RC0001
Music For Outreach Missions,1656655-3,732716626RC0001
Prosper: Northern Institute for Social Progress,1658572-8,793893967RC0001
"The Foundation for Justice, Saskatoon",1659299-6,791839764RC0001
Fun Life Society for Seniors,1663067-7,727496028RC0001
The Golden Fund For Oncology Kids,1663466-4,787820166RC0001
InnovAIte Solutions for Good,1664155-5,788035566RC0001
HOPE FOR HUMAN ORGANIZATION,1669305-9,722441029RC0001
Randori for youth foundation,1672900-2,782019160RC0001
"Global Network for Woman, Life, Freedom",1674133-9,781017165RC0001
StepStones for Youth,1675733-2,853550077RC0001
SALVATION FOR GENERATION OUTREACH,1676332-4,717184626RC0001
Inclusive GTHA Not For Profit,1682460-9,711705426RC0001
Relief Organization for South Sudan,1683544-9,772010963RC0001
THE SHOEBOX PROJECT FOR SHELTERS,822935-0,833095045RC0001
Spice For Life Foundation,830666-4,837787647RC0001
WORLD ORGANIZATION FOR PEACE,1015292-7,722760493RC0001
Foundation for Strategic Housing Initiatives,1015860-7,721710127RC0001
Humans for Peace Institution,1017924-8,719792525
MOBILIZING FOR IMPACT,1200855-6,737916676RC0001
Paws for Impact,1363262-8,757043005RC0001
Lures for Kids,1365473-7,756639308RC0001
Sprouts Ontario Network for Inspiring Youth,1526563-1,734541618RC0001
Transparency for Taxpayers,1684452-9,708948021RC0001
STEM For The Future Foundation,1684610-6,772850566RC0001
Winny French for Kids,1687619-6,769878364RC0001
Hidaya for Youth,1688508-0,793075235RC0001
Global Programs & Projects for SDGs Inc.,1690757-1,767378565RC0001
Miistakis Institute for the Rockies Inc.,334003-1,890404965RC0001
Veterans For Life Foundation,1695058-2,700163025RC0001
Walk for Values Organization,1695977-6,757952163RC0001
Out for Undergrad,1697331-1,762080166RC0001
Freedom for One Ummah,1700287-4,759481567RC0001
Movement For Meaning Foundation,1701927-1,758226567RC0001
Goodness Gates for Relief International,1703381-8,756764569RC0001
Melissa for Moms,1703629-9,757117361RC0001
SPACE FOR FREE,1713514-9,749048765RC0001
Success for Seniors,1716498-0,747059962RC0001
Global Initiative for Somatic Transformation,1720938-0,775815434RC0001
Hugs for Homeless,1721221-6,743294969RC0001
Hafez Institute for Iranic Linguistic Heritage,1731510-4,734576168RC0001
Utopian Union - Society Of Initiatives For Hope (SIH),1734800-2,768158032RC0001
Northern Institute for Strategic Innovation,1740190-6,763954237RC0001
World Impact for Jesus,1742087-1,725543961RC0001
LIGHT FOR IMMIGRANTS,1742753-1,762009033RC0001
Global Observatory for Sustainability (Marsad),1744336-6,724769765RC0001
Forafricas,1576696-6,758506950RC0001
Forager Foundation,867899-5,832023436RC0001
SWEENEY FORBES FOUNDATION,1164065-8,770175875RC0001
Forbid Roads Over Green Spaces,1382624-4,743303604RC0001
Friendship Force Trust,1402134-7,725809602RC0001
Kingdom Force Futures,1591659-3,784325029RC0001
Task Force on Linguistic Policy,1362111-1,758616700RC0001
Fore the Fun of Golf Society,1374215-6,750425308RC0001
NC Foreclosure Foundation,1390876-3,735388407RC0001
Foreign United People,1430261-3,706992401RC0001
Forensic Science Organization,1565296-1,704847011RC0001
THE FORERUNNER PROJECT INC.,419511-6,871122701RC0001
Forerunner Foundation,1465702-1,741886147RC0001
Kingdom Forerunner Ministry,1690532-3,704450022RC0001
Living Forest Trust,414261-6,897875605RC0001
FRIENDS OF THE PETAWAWA RESEARCH FOREST,415607-2,888123007RC0001
Newcomb Forest Preserve Inc.,423020-5,865527279RC0001
Forest Legacy Foundation,764647-0,839160801RC0001
Little Forest,806636-1,837902105RC0001
HUDSON FOREST SCHOOL,1034725-6,701794695RC0001
FOREST FRITTER FRIENDS,1398545-8,729761403RC0001
Nisla Kiidaay - The Healing Forest Foundation,1427338-9,708895305RC0001
Mistral Forest,1500425-0,754154219RC0001
YUKON FOREST RESOURCES FUND,1615638-0,764858023RC0001
Hellshire Forest Foundation,1359853-5,760514901RC0001
LICHEN FOREST RESTORATION,1732033-7,769811431RC0001
MAJOR GROUPS PARTNERSHIP ON FORESTS,812768-9,823289905RC0001
Indigenous Sustainable Forests Foundation,1585282-0,788706422RC0001
MAPLE LEAVES FOREVER FOUNDATION,998821-1,741432124RC0001
Forever Grateful International Ministries Inc.,1107576-4,727531287RC0001
Fostering Forever Friendships,1161580-7,772296877RC0001
Play Forever,1239258-5,707836078RC0001
Forever Hopeful,1475632-1,734746340
SHIVALIKANS FOREVER FOUNDATION,1514247-4,743714016RC0001
Mind Forge,1735309-0,732294764RC0001
NEVER FORGOTTEN NATIONAL MEMORIAL FOUNDATION,813092-2,816201701RC0001
Voices of the forgotten,1541232-3,723131017RC0001
Freedom of Form Foundation,1725093-2,776175432RC0001
Théâtre les-Uns-Formels,1497110-8,755336815RC0001
The Helping Formula,1000703-0,739709699RC0001
Forsat Home Solutions,1592331-0,783980428RC0001
The Fort Henry Guard Foundation Inc.,437462-2,847502325RC0001
FORT YORK FOUNDATION,439580-8,832482566RC0001
Thrive Forth women network,1326829-2,782332605RC0001
ForTheSicks Foundations,1584415-1,789977428RC0001
Helping Hands to fortify your Life,1434841-9,703800805RC0001
FORTIUS FOUNDATION,444701-8,835780958RC0001
FORTUNE FREESTYLE,752017-4,804116457RC0001
Villa Forum,344823-1,868736299RC0001
TORONTO GLOBAL FORUM,435000-6,857252928RC0001
World Media Forum Inc.,448297-2,851444224RC0001
GLOBAL LEADERSHIP FORUM,864136-6,846037976RC0001
Social Forum Hope,992861-8,746238492RC0001
SOCIAL PRACTICE FORUM,993051-5,749269296RC0001
PUBLIC POLICY FORUM,754799-4,844430009RC0001
NATIONAL FORUM,1094762-8,739823086RC0001
Toronto Forum,1170329-3,763885134RC0001
The Niagara Forum,1213113-7,729094730RC0001
Unitus Forum,1314732-1,790532204RC0001
Policy Insights Forum (PIF),1347590-5,767960206RC0001
Halton Hindu Forum,1439001-6,700738800RC0001
Pharmacy Residency Forum of Ontario (PRFO),1514387-0,743628216RC0001
ONE GUYANA FORUM,1516149-5,704372341RC0001
FSL (Ray of hope) Forum,1741622-9,727258162RC0001
MaP FORWARD INC.,941299-9,809287923RC0001
Life Forward Inc.,961307-2,785569294RC0001
HELP FORWARD INC.,968166-3,777789496RC0001
GENERATION FORWARD,973327-2,758586721RC0001
FORWARD TOGETHER,1152082-2,781172077RC0001
Purpose Forward,1276876-3,776983066RC0001
Paddle it Forward,1295580-6,762054864RC0001
Inspire forward,1384360-2,739474302RC0001
Pack it Forward Non-Profit Organization,1519342-7,739807410RC0001
Pay It Forward Together Ltd.,1562834-2,769001553RC0001
Future Forward Network,1623464-0,758721021RC0001
SEW IT FORWARD,1712267-5,784448631RC0001
NexGen Forward Foundation,1741581-8,762927838RC0001
PROTEGO FOSTER HOUSES,449554-3,815709290RC0001
Stamina Specialized Foster Homes,1074497-2,758628481RC0001
I Foster Pets,1541296-0,785817750RC0001
Safe Passage FosterCab,1657299-5,732218425RC0001
FOSTERD Productions,1739097-1,764708434RC0001
Fostering Hopes Foundation,1676866-1,716505029RC0001
THE FOTOFILMIC FOUNDATION,923162-5,805663382RC0001
Voice Found,774712-8,825033202RC0001
Grace Found Me,1214200-7,728169533RC0001
Found Standard Foundation,1742850-2,761941434RC0001
THE LINCOLNSHIRE FOUNDATION,006267-7,119242147RC0001
THE HARRY P. WARD FOUNDATION,016814-9,892615246RC0001
THE MACDONALD STEWART FOUNDATION,034125-8,130244908RC0001
GELMONT FOUNDATION,044859-1,897767240RC0001
LOU GORDON FOUNDATION -,044923-7,887442598RC0001
The Holt Foundation,045537-7,118959279RC0001
THE HYLCAN FOUNDATION,045734-5,131156739RC0001
J. R. H. FOUNDATION,047364-2,102728177RC0001
LCF Foundation,049400-3,107606139RC0001
THE SALLY LETSON FOUNDATION,049656-1,132321696RC0001
THE GUSTAV LEVINSCHI FOUNDATION,049667-7,118949940RC0001
LINDSAY MEMORIAL FOUNDATION,050033-0,890212178RC0001
THE MURRAY L. LIPPMAN FOUNDATION,050683-4,119245728RC0001
THE MARTLET FOUNDATION,051468-3,119244333RC0001
THE MASSEY FOUNDATION,051494-2,119244457RC0001
M.S.H. FOUNDATION,052692-4,103792446RC0001
MIRIAM FOUNDATION,052775-1,889411773
THE MENTOR FOUNDATION,052854-4,891412942RC0001
THE ONTARIO PAPER THOROLD FOUNDATION,055121-0,891653446RC0001
Greenlight Foundation Inc.,055304-2,119071116RC0001
THE HAY FOUNDATION,055461-8,119237238RC0001
THE MAURICE POLLACK FOUNDATION,056701-9,130524572RC0001
THE MAURICE PRICE FOUNDATION,056846-5,Not Available
THE PORTAGE FOUNDATION,057248-9,129151072RC0001
Pasdermajian Foundation Inc.,057407-4,119086486RC0001
R. HOWARD WEBSTER FOUNDATION,058025-2,119118487
St. John Neumann Foundation,058219-1,119113017RC0001
THE HARWEG FOUNDATION,058619-6,140751546RC0001
The LCS Foundation,059782-1,105224315RC0001
THE SUTHERLAND FOUNDATION INC.,060406-2,119206910RC0001
THE SAVOY FOUNDATION INC.,060503-4,138250006RC0001
THE STUDY SCHOOL FOUNDATION,060892-1,105252845RC0001
THE VERED FOUNDATION,063404-2,119261360RC0001
THE VELAN FOUNDATION,063537-5,119261352RC0001
The Windsor Foundation,064454-4,138984059RC0001
WEREDALE FOUNDATION,064729-2,119291177RC0001
The Sylva M. Gelber Music Foundation,065622-4,119258556RC0001
KATERI MEMORIAL FOUNDATION,068677-8,892558685RC0001
UKRAINIAN FOUNDATION IN MEMORY OF SYMON PETLURA,068942-4,Not Available
THE PHYLLIS LAMBERT FOUNDATION,072212-0,119004414RC0001
RAKOCZI FOUNDATION,076887-1,887159481RC0001
Minto Foundation Inc.,086691-1,896296134RC0001
MADONNA FOUNDATION,093274-4,123642670RC0001
KNIGHTS HOSPITALLER FOUNDATION INC.,093296-5,872944160RC0001
THE TORONTO FRENCH SCHOOL FOUNDATION,093464-0,119259455RC0001
SEAMONT FOUNDATION,094471-8,891326084RC0001
SOCAN FOUNDATION,098440-0,897523155RC0001
THE MOLSON FOUNDATION,115105-3,119245751RC0001
HEBERN MEMORIAL FOUNDATION,117809-1,892727488RC0001
WESTERN GRAINS RESEARCH FOUNDATION,120956-6,105637268RC0001
LOYOLA HIGH SCHOOL FOUNDATION,121146-3,103402186RC0001
"""LIF""  LIFE INTERNATIONAL FOUNDATION INC.",125340-9,118970805RC0001
THE JACK VICTOR FOUNDATION,133930-3,102934148RC0001
ROTEL FOUNDATION INC.,140985-9,107916272RC0001
THE MASTER'S FOUNDATION,147933-4,119244465RC0001
HERITAGE INTERNATIONAL SCHOLARSHIP TRUST FOUNDATION,149960-2,897772257RC0001
TRAFALGAR ROSS FOUNDATION,150296-4,880793872RC0001
Ukraine Millennium Foundation,159388-9,119273407RC0001
INSPIRIT FOUNDATION,168969-0,119286748RC0001
VANCOUVER LEGACY FOUNDATION,335431-8,888699576RC0001
The Toronto Public Library Foundation,336714-2,886554476RC0001
The Weld Foundation,337498-0,874173289RC0001
ROSS-SHIRE FOUNDATION,337883-7,887262475RC0001
NALANDABODHI FOUNDATION,338344-0,886472679RC0001
MACEWEN FOUNDATION,338587-6,881097430RC0001
Vancouver Public Library Foundation,339330-5,880755285RC0001
The OutCare Foundation,339404-2,880745286RC0001
THE JOSEPH RUBIN FOUNDATION,340048-4,877513184RC0001
TEMERTY FOUNDATION,340957-1,871956181RC0001
THE WILSON FOUNDATION,341508-2,867340242RC0001
Judith Teller Foundation,342070-1,873482970RC0001
THE ORGANIX FOUNDATION,342153-8,869749291RC0001
Palix Foundation,343462-1,873966295RC0001
THE RUBIN-HOFFMAN FOUNDATION,343465-6,873965891RC0001
The Quebec Lodge Foundation,343789-2,872079694RC0001
MSGR RUDY VILLENEUVE FOUNDATION,343825-2,871966842RC0001
THE MESSAGE OF ISLAM FOUNDATION INC.,344135-1,894989623RC0001
THE YOUSSEF-WARREN FOUNDATION,344175-0,871187092RC0001
McCarthy Tétrault Foundation,349289-3,868273087RC0001
The Jordana Lokash Foundation,350118-3,866504426RC0001
SAUGEEN MEMORIAL HOSPITAL FOUNDATION,351299-1,889599825RC0001
THE REVERIE FOUNDATION,351362-9,Not Available
SMILES FOUNDATION,351378-5,868544362RC0001
SUN LIGHT FOUNDATION,351984-8,888352622RC0001
TORA FOUNDATION,353146-5,867556466RC0001
THE RADLETT FOUNDATION,353990-3,868393661RC0001
YVES LANDRY FOUNDATION,354735-3,877413823RC0001
THE SHLOIME WISEMAN FOUNDATION,354971-2,878560622RC0001
THE SIXTY THREE FOUNDATION,355028-1,871525333RC0001
LJ PEARSON FOUNDATION,355326-4,879768828RC0001
NEWTON FOUNDATION,356790-7,870995024
VILLE MARIE ONCOLOGY FOUNDATION,357431-8,892838327RC0001
ITLMA FOUNDATION,357891-7,872723150RC0001
The Paxton Foundation,359008-9,870067345RC0001
THE LUIGI LIBERATORE FOUNDATION,359552-8,Not Available
SMOOTH STONES FOUNDATION,359583-8,873135677RC0001
THE LAWRASON FOUNDATION,360628-7,898780721RC0001
Woco Foundation,362108-1,868663220RC0001
NATURE LEGACY TRUST FOUNDATION INC.,362227-4,Not Available
OSEG Foundation,363512-1,894239524RC0001
LOUIS KARONIAKTAJEH HALL FOUNDATION,363896-1,Not Available
KEGS Foundation,364065-5,870164340RC0001
LILY STREET FOUNDATION,365371-4,869663542RC0001
THE OTTAWA HOSPITAL FOUNDATION,366090-7,869042747RC0001
The Rob Freeman Foundation,366143-1,872109962RC0001
The Gonzaga Foundation,366572-1,866258742RC0001
JND FOUNDATION INC.,366698-1,888621729RC0001
PROTECH FOUNDATION,366734-1,867336943RC0001
The Northpine Foundation,370325-8,868641374RC0001
IVONIS MAZZAROLO FOUNDATION,372185-0,868967928RC0001
SHEALTIEL FOUNDATION,373071-9,874055320RC0001
Mission Services of London Foundation,374802-2,866777899RC0001
The Lupina Foundation,375268-2,865294037RC0001
THE MIDLOCH FOUNDATION,375645-9,865284632RC0001
RERUM NOVARUM FOUNDATION,376142-8,866840929RC0001
RAVEN FOUNDATION,377692-1,865119127RC0001
Vivat Foundation,378282-4,864463922RC0001
LEGACY OF HOPE FOUNDATION,378854-7,863471520RC0001
THE GARRON FOUNDATION,380744-4,893497610RC0001
The G. Zimmermann Foundation,381369-0,893689612RC0001
"TRINITY JUBILEE FOUNDATION, INC.",383362-3,864714597RC0001
THE LECKY FOUNDATION,383757-2,863044392RC0001
THE WAGEMAKERS FOUNDATION,383883-8,888784816RC0001
WILLPOWER INSTITUTE FOUNDATION,385081-1,895947711RC0001
ROBERT & NORMA PUDDESTER NUMISMATIC FOUNDATION,385090-1,898119912RC0001
REENA FOUNDATION,385362-4,897952719RC0001
PARYA TRILLIUM FOUNDATION,385869-3,886336411RC0001
THE PRIORY SCHOOL FOUNDATION INC.,386220-8,875633810RC0001
THE FRANK FOWLER FOUNDATION,386895-8,879478816RC0001
Vidar Foundation,388572-1,888038718RC0001
THE KEG SPIRIT FOUNDATION,388618-2,888264116RC0001
GUS FOUNDATION,388683-2,876534413RC0001
Rivendell Foundation,388767-7,875811812RC0001
ILRI FOUNDATION,389068-6,888268117RC0001
NESBITT-McMASTER FOUNDATION,389138-1,876840414RC0001
Mississauga Foundation,389417-7,892395112RC0001
NELLIE PHILANTHROPY FOUNDATION,389787-7,875106817RC0001
ONTARIO VIPASSANA FOUNDATION,389800-8,873656219RC0001
ReelWorld Foundation,390966-2,873045611RC0001
Jesse & Julie Rasch Foundation,391043-1,872854211RC0001
PEMBROKE REGIONAL HOSPITAL FOUNDATION,391664-2,870047610RC0001
PALADIN FOUNDATION,392350-9,880276118RC0001
York University Foundation -,394110-8,863831616RC0001
North Shore Health Network Foundation,394318-6,875908717RC0001
The Locksley Foundation,395580-0,863521019RC0001
TULA FOUNDATION,395919-8,862732815RC0001
PA MOJA FOUNDATION,396342-0,861284016RC0001
The VOBOC Foundation,398207-6,864166533RC0001
MIGHTY OAKS FOUNDATION,399599-2,867567315RC0001
MUSKOKA WOODS YOUTH FOUNDATION,402830-9,858949514RC0001
THE MEG FOUNDATION,407403-3,863674867RC0001
THE MAZEL FOUNDATION,407469-6,862783453RC0001
TYNDALE ST. GEORGE'S FOUNDATION,408139-1,860791466RC0001
THE LIBERMONT FOUNDATION,408394-6,860806264RC0001
NORTHERN SHRIMP RESEARCH FOUNDATION,408773-9,860554666RC0001
William H. McGannon Foundation,409355-1,865757082RC0001
THE PURPLEVILLE FOUNDATION,411249-1,859803041RC0001
MR. LUBE FOUNDATION,412326-3,855381083RC0001
Thopaga Foundation,412515-1,854055241RC0001
Loran Scholars Foundation,412547-9,855132643RC0001
THE WALRUS FOUNDATION,413536-9,861851624RC0001
LOYALTY FOUNDATION,413996-8,899172803RC0001
The Migration Research Foundation Inc.,414018-4,899163505RC0001
GenWell Foundation,414232-2,898745609RC0001
Fraser Institute Foundation,414930-1,895155406RC0001
